gridmap,bsp_time,bsp_space,bsp_r_time,bsp_r_space,h3_time,h3_space,quadtree_time,quadtree_space,wedgelet_time,wedgelet_space
10932464,127.2088143825531,318980,0.008121967315673828,946356,6.550531625747681,83008,0.049526214599609375,1107276,5.735757350921631,1193760
10932464,117.23908853530884,297272,0.008562088012695312,943716,6.314975738525391,87016,0.022806882858276367,1114984,5.645839691162109,1210820
10932464,108.97351813316345,269096,0.008434057235717773,944436,6.631289482116699,75608,0.023499250411987305,1096520,5.860569715499878,1107164
10932464,115.97904992103577,320368,0.00822305679321289,944916,6.969862222671509,93464,0.02406001091003418,1090352,6.0329389572143555,1143092
10932464,75.01003241539001,265596,0.008032083511352539,945076,6.741959095001221,90232,0.02406477928161621,1110356,6.047983407974243,1230928
10932464,59.0562059879303,219020,0.019722700119018555,945076,6.612640142440796,100576,0.022870779037475586,1130384,5.850445032119751,1267892
10932464,127.52648305892944,317400,0.01089620590209961,946116,6.582019090652466,95048,0.021810531616210938,1087264,5.533724069595337,1185868
